,country,year,CH4,CO2,mining,GHG,N20,NO,Renewable,SO2,copdDalys,prev_CH4,prev_CO2,prev_mining,prev_GHG,prev_N20,prev_NO,prev_Renewable,prev_SO2,prev_copdDalys
228,Denmark,2013_to_2014,-1.35999999999996,-4212.6,-0.54,-4200.24,0.330000000000002,-9.59,9,-2.02,174.071054389759,-3.69,1861.09,-0.62,1723.88,-0.0199999999999996,-4.91,-0.310000000000002,0.120000000000001,725.862704997329
229,Denmark,2014_to_2015,-2.93000000000001,-2372.74000000001,-0.97,-2619.27,0.0299999999999976,-1.53,8.45,-0.85,1042.65441268732,-1.35999999999996,-4212.6,-0.54,-4200.24,0.330000000000002,-9.59,9,-2.02,174.071054389759
230,Denmark,2015_to_2016,2.06999999999999,1807.03,-0.22,2056.18,0.510000000000002,0.209999999999994,-6.63,0.460000000000001,1431.69196681144,-2.93000000000001,-2372.74000000001,-0.97,-2619.27,0.0299999999999976,-1.53,8.45,-0.85,1042.65441268732
231,Denmark,2016_to_2017,1.10000000000002,-2087.77,0.0299999999999998,-2120.25,0.199999999999999,-2.75,5.73,0.25,1518.24097350528,2.06999999999999,1807.03,-0.22,2056.18,0.510000000000002,0.209999999999994,-6.63,0.460000000000001,1431.69196681144
233,Estonia,1993_to_1994,-1.68,823.689999999999,-0.0800000000000001,694.630000000001,-0.3,3.26,0.02,-0.179999999999993,203.623255840491,-9.52,-5460.1,-0.87,-5951.76,-0.87,-8.66,0,-30.83,133.548661505623
234,Estonia,1994_to_1995,-1.58000000000001,-1685.22,-0.17,-1791.67,-0.25,-2.91999999999999,-0.01,-12.91,-402.598618358218,-1.68,823.689999999999,-0.0800000000000001,694.630000000001,-0.3,3.26,0.02,-0.179999999999993,203.623255840491
235,Estonia,1995_to_1996,0.540000000000006,710.689999999999,-0.01,688.16,-0.14,3.55,0,3.33,-623.677070984152,-1.58000000000001,-1685.22,-0.17,-1791.67,-0.25,-2.91999999999999,-0.01,-12.91,-402.598618358218
236,Estonia,1996_to_1997,2.15,-442.240000000002,-0.22,-373.269999999997,0.0299999999999998,-0.0499999999999972,0.01,-4.77,-21.8601568361019,0.540000000000006,710.689999999999,-0.01,688.16,-0.14,3.55,0,3.33,-623.677070984152
237,Estonia,1997_to_1998,-1.65,-1500.03,-0.27,-1507.6,0.0800000000000001,-2.92,0.02,-10.21,194.715167357041,2.15,-442.240000000002,-0.22,-373.269999999997,0.0299999999999998,-0.0499999999999972,0.01,-4.77,-21.8601568361019
238,Estonia,1998_to_1999,-3.55,-1163.9,-0.01,-1331.06,-0.3,-5.04,0,-4.73999999999999,-161.40339575186,-1.65,-1500.03,-0.27,-1507.6,0.0800000000000001,-2.92,0.02,-10.21,194.715167357041
239,Estonia,1999_to_2000,1.55,-409.16,-0.14,-338.780000000002,0.0499999999999998,-1.71,0.01,-6.7,22.8832035014439,-3.55,-1163.9,-0.01,-1331.06,-0.3,-5.04,0,-4.73999999999999,-161.40339575186
240,Estonia,2000_to_2001,1.4,332.539999999999,-0.03,372.48,-0.04,1.47,0.02,-4.62,178.641584209448,1.55,-409.16,-0.14,-338.780000000002,0.0499999999999998,-1.71,0.01,-6.7,22.8832035014439
241,Estonia,2001_to_2002,-1.74,-486.24,-0.0299999999999998,-551.110000000001,-0.0800000000000001,-0.280000000000001,0,-1.44,38.7207110802665,1.4,332.539999999999,-0.03,372.48,-0.04,1.47,0.02,-4.62,178.641584209448
242,Estonia,2002_to_2003,0.100000000000001,1846.74,0,1903.94,0.17,1,0.11,12.66,55.5506501207747,-1.74,-486.24,-0.0299999999999998,-551.110000000001,-0.0800000000000001,-0.280000000000001,0,-1.44,38.7207110802665
243,Estonia,2003_to_2004,0.719999999999999,263.779999999999,-0.0600000000000001,333.84,0.12,-1.47,0.1,-10.36,74.6337590345656,0.100000000000001,1846.74,0,1903.94,0.17,1,0.11,12.66,55.5506501207747
244,Estonia,2004_to_2005,-1.29,-279.389999999999,-0.11,-293.459999999999,0.0100000000000002,-3.32,0.45,-12.01,-80.8526102943761,0.719999999999999,263.779999999999,-0.0600000000000001,333.84,0.12,-1.47,0.1,-10.36,74.6337590345656
245,Estonia,2005_to_2006,-0.460000000000001,-712.809999999999,0.01,-716.43,-0.04,-1.05,0.18,-7.34,88.7742679529338,-1.29,-279.389999999999,-0.11,-293.459999999999,0.0100000000000002,-3.32,0.45,-12.01,-80.8526102943761
246,Estonia,2006_to_2007,0.649999999999999,3629.75,0.1,3727.29,0.22,5.13,0,21.95,124.514418817189,-0.460000000000001,-712.809999999999,0.01,-716.43,-0.04,-1.05,0.18,-7.34,88.7742679529338
247,Estonia,2007_to_2008,-0.609999999999999,-2170.44,-0.0800000000000001,-2150.43,0.19,-3.91,0.6,-18.75,-201.547418671866,0.649999999999999,3629.75,0.1,3727.29,0.22,5.13,0,21.95,124.514418817189
248,Estonia,2008_to_2009,0.619999999999997,-3329.11,0.25,-3353.07,-0.16,-3.21,1.07,-15.42,-104.488319737983,-0.609999999999999,-2170.44,-0.0800000000000001,-2150.43,0.19,-3.91,0.6,-18.75,-201.547418671866
249,Estonia,2009_to_2010,0.840000000000003,4445.95,0.15,4499.46,0.0499999999999998,6.77,-0.25,28.58,-173.35342035533,0.619999999999997,-3329.11,0.25,-3353.07,-0.16,-3.21,1.07,-15.42,-104.488319737983
250,Estonia,2010_to_2011,-1.72,70.1599999999999,0,39.2299999999996,0.0100000000000002,-1.01000000000001,0.75,-9.5,108.064670584941,0.840000000000003,4445.95,0.15,4499.46,0.0499999999999998,6.77,-0.25,28.58,-173.35342035533
251,Estonia,2011_to_2012,0.699999999999996,-1170.14,-0.0899999999999999,-1091.34,0.17,-2.66,0.89,-33.66,63.7122238802194,-1.72,70.1599999999999,0,39.2299999999996,0.0100000000000002,-1.01000000000001,0.75,-9.5,108.064670584941
252,Estonia,2012_to_2013,-0.0799999999999983,1866.97,0.24,1881.09,0.00999999999999979,-3.68,0.2,-3.87,-91.8422073245965,0.699999999999996,-1170.14,-0.0899999999999999,-1091.34,0.17,-2.66,0.89,-33.66,63.7122238802194
253,Estonia,2013_to_2014,-1.4,-796,0.01,-791.25,0.1,2.09,0.890000000000001,5,204.614375553208,-0.0799999999999983,1866.97,0.24,1881.09,0.00999999999999979,-3.68,0.2,-3.87,-91.8422073245965
254,Estonia,2014_to_2015,-1.38,-2942.55,-0.17,-2947.05,0.0800000000000001,-0.399999999999999,2.07,-7.03,-100.485096214791,-1.4,-796,0.01,-791.25,0.1,2.09,0.890000000000001,5,204.614375553208
255,Estonia,2015_to_2016,-0.859999999999999,1564.25,-0.3,1530.68,-0.0800000000000001,0.310000000000002,-1.97,3.19,123.106975940448,-1.38,-2942.55,-0.17,-2947.05,0.0800000000000001,-0.399999999999999,2.07,-7.03,-100.485096214791
256,Estonia,2016_to_2017,0.170000000000002,1258.22,0.14,1283.07,0.0800000000000001,1.61,0.63,4.31,0.95240711473798,-0.859999999999999,1564.25,-0.3,1530.68,-0.0800000000000001,0.310000000000002,-1.97,3.19,123.106975940448
258,Finland,1991_to_1992,-1.98000000000002,-944.870000000003,-0.02,-1437.56,-1.44,-7.82999999999998,3.42,-44.19,477.410669875175,-0.71999999999997,-1741.47,0.01,-2211.09,-1.47,-8.28000000000003,2.79,-48.05,126.764540530377
259,Finland,1992_to_1993,1.61000000000001,2067.02,-0.02,2267.45,0.549999999999997,4.14999999999998,-4.11,-19.98,385.077883450042,-1.98000000000002,-944.870000000003,-0.02,-1437.56,-1.44,-7.82999999999998,3.42,-44.19,477.410669875175
260,Finland,1993_to_1994,-1.19,5363.64999999999,0.04,5531.31,0.380000000000003,0.5,-4.1,-14.45,-87.5011803390043,1.61000000000001,2067.02,-0.02,2267.45,0.549999999999997,4.14999999999998,-4.11,-19.98,385.077883450042
261,Finland,1994_to_1995,-8.30000000000001,-3570.75999999999,-0.04,-3558.81,0.459999999999997,-21.12,2.23,-18.7,903.374687481901,-1.19,5363.64999999999,0.04,5531.31,0.380000000000003,0.5,-4.1,-14.45,-87.5011803390043
262,Finland,1995_to_1996,-3.13999999999999,5916.97,-0.04,5976.77,0.120000000000001,4.36000000000001,-3.09,5.45,897.720678502177,-8.30000000000001,-3570.75999999999,-0.04,-3558.81,0.459999999999997,-21.12,2.23,-18.7,903.374687481901
263,Finland,1996_to_1997,-3.30000000000001,-1339.42000000001,-0.01,-1312.21000000001,0.0500000000000007,-5.63,0.609999999999999,-8.83,807.482394042785,-3.13999999999999,5916.97,-0.04,5976.77,0.120000000000001,4.36000000000001,-3.09,5.45,897.720678502177
264,Finland,1997_to_1998,-10.66,-3349.73,-0.02,-3694.75999999999,-0.59,-14.07,3.76,-7.90000000000001,681.267079870315,-3.30000000000001,-1339.42000000001,-0.01,-1312.21000000001,0.0500000000000007,-5.63,0.609999999999999,-8.83,807.482394042785
265,Finland,1998_to_1999,-6.93000000000001,-478.490000000005,-0.00999999999999995,-609.589999999997,-0.170000000000002,-4.70000000000002,-3.01,-2.41,298.397474933623,-10.66,-3349.73,-0.02,-3694.75999999999,-0.59,-14.07,3.76,-7.90000000000001,681.267079870315
266,Finland,1999_to_2000,-10.32,-1856.52,-0.04,-1871.42,0.25,-10.97,2.87,-10.28,81.1883840351256,-6.93000000000001,-478.490000000005,-0.00999999999999995,-609.589999999997,-0.170000000000002,-4.70000000000002,-3.01,-2.41,298.397474933623
267,Finland,2000_to_2001,-5.39999999999998,5497.96,0.02,5330.23,-0.349999999999998,3.12,-3.27,9.31,210.857419531465,-10.32,-1856.52,-0.04,-1871.42,0.25,-10.97,2.87,-10.28,81.1883840351256
268,Finland,2001_to_2002,-8.94,2523.58,0.01,2433.66,0.129999999999999,-3.45999999999998,-3.29,0.819999999999993,182.236919334449,-5.39999999999998,5497.96,0.02,5330.23,-0.349999999999998,3.12,-3.27,9.31,210.857419531465
269,Finland,2002_to_2003,-8.23000000000002,7598.03000000001,0.01,7622.83,0.449999999999999,8.02999999999997,-3,11.32,72.9725199312015,-8.94,2523.58,0.01,2433.66,0.129999999999999,-3.45999999999998,-3.29,0.819999999999993,182.236919334449
270,Finland,2003_to_2004,-7.34999999999999,-3697.07000000001,0,-3693.06000000001,0.289999999999999,-13.63,6.22,-17.89,9.44490323610808,-8.23000000000002,7598.03000000001,0.01,7622.83,0.449999999999999,8.02999999999997,-3,11.32,72.9725199312015
271,Finland,2004_to_2005,-9.94,-11917.85,-0.01,-12001.93,0.300000000000001,-28.91,2.13,-15.46,490.147206639322,-7.34999999999999,-3697.07000000001,0,-3693.06000000001,0.289999999999999,-13.63,6.22,-17.89,9.44490323610808
272,Finland,2005_to_2006,2.94999999999999,11341.52,0.08,11370.82,-0.689999999999998,16.12,-5.67,14.94,427.095098263108,-9.94,-11917.85,-0.01,-12001.93,0.300000000000001,-28.91,2.13,-15.46,490.147206639322
273,Finland,2006_to_2007,-5.28999999999999,-1624.12,-0.00999999999999995,-1663.11,0.229999999999997,-11.42,3.54,-1.28,418.352847418009,2.94999999999999,11341.52,0.08,11370.82,-0.689999999999998,16.12,-5.67,14.94,427.095098263108
274,Finland,2007_to_2008,-5.72,-8150.68,0.05,-8092.40999999999,0.530000000000001,-16.89,4.99,-15.06,238.506885789837,-5.28999999999999,-1624.12,-0.00999999999999995,-1663.11,0.229999999999997,-11.42,3.54,-1.28,418.352847418009
275,Finland,2008_to_2009,-2.66,-2685.25,0,-3617.68000000001,-2.9,-16.89,-4.59,-8.16,609.708050156092,-5.72,-8150.68,0.05,-8092.40999999999,0.530000000000001,-16.89,4.99,-15.06,238.506885789837
276,Finland,2009_to_2010,2.32999999999998,8175.07999999999,0.11,7815.04000000001,-1.32,8.69,-1.63,7.59,463.309623378802,-2.66,-2685.25,0,-3617.68000000001,-2.9,-16.89,-4.59,-8.16,609.708050156092
277,Finland,2010_to_2011,-6.86999999999998,-7433.8,-0.02,-7750.33,-0.470000000000001,-15.76,1.23,-6.73,508.844372907064,2.32999999999998,8175.07999999999,0.11,7815.04000000001,-1.32,8.69,-1.63,7.59,463.309623378802
278,Finland,2011_to_2012,-2.20000000000002,-5443.5,-0.01,-5480.17000000001,-0.0299999999999994,-9.01999999999998,7.11,-9.45,408.537909648454,-6.86999999999998,-7433.8,-0.02,-7750.33,-0.470000000000001,-15.76,1.23,-6.73,508.844372907064
279,Finland,2012_to_2013,-5.54999999999998,528.809999999998,-0.13,437.120000000003,0.129999999999999,-3.72,-5.59,-2.63,424.880666951831,-2.20000000000002,-5443.5,-0.01,-5480.17000000001,-0.0299999999999994,-9.01999999999998,7.11,-9.45,408.537909648454
280,Finland,2013_to_2014,-3.89000000000001,-4107.1,-0.04,-4156.29,0.200000000000001,-7.81,2.22,-5.12,292.013069001194,-5.54999999999998,528.809999999998,-0.13,437.120000000003,0.129999999999999,-3.72,-5.59,-2.63,424.880666951831
281,Finland,2014_to_2015,-1.43000000000001,-3530.15,0.05,-3613.82,0.0199999999999996,-10.98,6.47,-1.37,307.017493342806,-3.89000000000001,-4107.1,-0.04,-4156.29,0.200000000000001,-7.81,2.22,-5.12,292.013069001194
282,Finland,2015_to_2016,-5.13,3113.84,0.01,2953.39,0.0400000000000009,-4.54999999999998,-0.350000000000001,-2.06,450.843092021772,-1.43000000000001,-3530.15,0.05,-3613.82,0.0199999999999996,-10.98,6.47,-1.37,307.017493342806
283,Finland,2016_to_2017,-4.91999999999999,-2554.49000000001,0.12,-2702.92,0.140000000000001,-3.60000000000001,1.78,-4.28,402.106478593581,-5.13,3113.84,0.01,2953.39,0.0400000000000009,-4.54999999999998,-0.350000000000001,-2.06,450.843092021772
285,France,1991_to_1992,-6.98000000000002,-10696.09,-0.01,-11774.0599999999,-1.16,-17.6400000000003,2.15,-130.58,42.1095766175422,28.2799999999997,25619.87,-0.00999999999999998,27294.7,1.84,56.0999999999999,-0.15,99.8199999999999,-2673.94511672726
286,France,1992_to_1993,14.9900000000002,-20575.66,-0.03,-22513.9500000001,-2.73000000000002,-105.95,-1.29,-161.25,2609.37499374687,-6.98000000000002,-10696.09,-0.01,-11774.0599999999,-1.16,-17.6400000000003,2.15,-130.58,42.1095766175422
287,France,1993_to_1994,4.10999999999967,-4286.5,-0.01,-5440.19999999995,0.260000000000019,-57.4400000000001,2.63,-64.9000000000001,-832.729382687306,14.9900000000002,-20575.66,-0.03,-22513.9500000001,-2.73000000000002,-105.95,-1.29,-161.25,2609.37499374687
288,France,1994_to_1995,24.0300000000002,6870.26000000001,-0.00999999999999998,7695.58999999997,5.12,-43.5999999999999,-1.59,-56.4399999999999,3332.50635975093,4.10999999999967,-4286.5,-0.01,-5440.19999999995,0.260000000000019,-57.4400000000001,2.63,-64.9000000000001,-832.729382687306
289,France,1995_to_1996,-31.1100000000001,15701.9,0,17567.99,5.09999999999999,-23.45,-1.73,-12.55,2251.1600781412,24.0300000000002,6870.26000000001,-0.00999999999999998,7695.58999999997,5.12,-43.5999999999999,-1.59,-56.4399999999999,3332.50635975093
290,France,1996_to_1997,-44.1399999999999,-6951.06,-0.01,-7207.92999999993,-0.230000000000018,-65.5,-0.299999999999999,-141.83,-2932.01118599751,-31.1100000000001,15701.9,0,17567.99,5.09999999999999,-23.45,-1.73,-12.55,2251.1600781412
291,France,1997_to_1998,4.55999999999995,19354.4,-0.01,13680.0399999999,-22.4,27.28,-0.450000000000001,35.5500000000001,208.270699017157,-44.1399999999999,-6951.06,-0.01,-7207.92999999993,-0.230000000000018,-65.5,-0.299999999999999,-141.83,-2932.01118599751
292,France,1998_to_1999,2.30000000000018,-3743.84999999998,-0.00999999999999998,-7882.72999999998,-19.65,-52.4099999999999,1.73,-121.98,-7569.65885738016,4.55999999999995,19354.4,-0.01,13680.0399999999,-22.4,27.28,-0.450000000000001,35.5500000000001,208.270699017157
293,France,1999_to_2000,14.7799999999997,-5368.22999999998,0.00999999999999998,-6134.41999999993,-3.61000000000001,-51.4100000000001,-1.49,-94.3000000000001,-20109.5209280288,2.30000000000018,-3743.84999999998,-0.00999999999999998,-7882.72999999998,-19.65,-52.4099999999999,1.73,-121.98,-7569.65885738016
294,France,2000_to_2001,-5.30999999999995,4773.56999999995,-0.00999999999999998,4943.15999999992,-1.16,-36.5,1.12,-59.04,-8963.94988856936,14.7799999999997,-5368.22999999998,0.00999999999999998,-6134.41999999993,-3.61000000000001,-51.4100000000001,-1.49,-94.3000000000001,-20109.5209280288
295,France,2001_to_2002,-67.98,-4658.34999999998,0,-6616.95999999996,-9.21000000000001,-39.99,-2.49,-44.6899999999999,-2684.79459826107,-5.30999999999995,4773.56999999995,-0.00999999999999998,4943.15999999992,-1.16,-36.5,1.12,-59.04,-8963.94988856936
296,France,2002_to_2003,-43.3399999999997,6798.20000000001,-0.01,4876.54000000004,-6.32999999999998,-44.8699999999999,-0.41,-22.0200000000001,-856.261366682069,-67.98,-4658.34999999998,0,-6616.95999999996,-9.21000000000001,-39.99,-2.49,-44.6899999999999,-2684.79459826107
297,France,2003_to_2004,-59.3600000000001,971.880000000005,-0.01,-1885.79000000004,-5.39000000000001,-38.0100000000002,-0.00999999999999979,-16.6999999999999,-7851.12488241613,-43.3399999999997,6798.20000000001,-0.01,4876.54000000004,-6.32999999999998,-44.8699999999999,-0.41,-22.0200000000001,-856.261366682069
298,France,2004_to_2005,-43.8099999999999,3410.70000000001,0.01,1554.62,-3.16999999999999,-43.9499999999998,-1.46,-26.04,339.767949319765,-59.3600000000001,971.880000000005,-0.01,-1885.79000000004,-5.39000000000001,-38.0100000000002,-0.00999999999999979,-16.6999999999999,-7851.12488241613
299,France,2005_to_2006,-29.3099999999999,-10791.26,0,-12210.46,-4.33000000000001,-90.9300000000001,1.17,-27.25,-2237.759097156,-43.8099999999999,3410.70000000001,0.01,1554.62,-3.16999999999999,-43.9499999999998,-1.46,-26.04,339.767949319765
300,France,2006_to_2007,-17.0300000000002,-10703.61,0.01,-10430.01,0.560000000000002,-65.8800000000001,0.760000000000002,-21.78,196.335488058394,-29.3099999999999,-10791.26,0,-12210.46,-4.33000000000001,-90.9300000000001,1.17,-27.25,-2237.759097156
301,France,2007_to_2008,2.15000000000009,-7610.53999999998,-0.01,-7789.42000000004,-2.60999999999999,-101.26,1.08,-71.22,2266.1603997476,-17.0300000000002,-10703.61,0.01,-10430.01,0.560000000000002,-65.8800000000001,0.760000000000002,-21.78,196.335488058394
302,France,2008_to_2009,-43.6500000000001,-16001.29,0,-18909.18,-5.16,-77.4299999999998,0.16,-57.54,1998.63278173527,2.15000000000009,-7610.53999999998,-0.01,-7789.42000000004,-2.60999999999999,-101.26,1.08,-71.22,2266.1603997476
303,France,2009_to_2010,-10.3800000000001,8296.23999999999,0,6771.28000000003,-7.57000000000002,-20.5600000000002,0.620000000000001,-16.69,2294.82170045003,-43.6500000000001,-16001.29,0,-18909.18,-5.16,-77.4299999999998,0.16,-57.54,1998.63278173527
304,France,2010_to_2011,-47.6399999999999,-26666.74,-0.01,-28367.51,-4.91999999999999,-63.2099999999998,-2.26,-36.55,5701.21078819205,-10.3800000000001,8296.23999999999,0,6771.28000000003,-7.57000000000002,-20.5600000000002,0.620000000000001,-16.69,2294.82170045003
305,France,2011_to_2012,-53.1999999999998,1260.69,0,418.130000000005,0.710000000000008,-33.1100000000001,3.34,-6.12,9924.06666403846,-47.6399999999999,-26666.74,-0.01,-28367.51,-4.91999999999999,-63.2099999999998,-2.26,-36.55,5701.21078819205
306,France,2012_to_2013,-20.6200000000003,2237.21999999997,-0.01,1296.45999999996,-0.75,-15.74,2.21,-18.75,9204.86533805495,-53.1999999999998,1260.69,0,418.130000000005,0.710000000000008,-33.1100000000001,3.34,-6.12,9924.06666403846
307,France,2013_to_2014,-6.94999999999982,-31056.07,0,-30160.11,4.09,-87.6099999999999,-0.59,-42.17,6276.53131055838,-20.6200000000003,2237.21999999997,-0.01,1296.45999999996,-0.75,-15.74,2.21,-18.75,9204.86533805495
308,France,2014_to_2015,-27.1399999999999,4604.06,-0.01,3868.5,-0.560000000000002,-32.74,-0.85,-6.50999999999999,12913.8579282916,-6.94999999999982,-31056.07,0,-30160.11,4.09,-87.6099999999999,-0.59,-42.17,6276.53131055838
309,France,2015_to_2016,-22.4500000000003,2998.64000000001,-0.01,1618.46000000002,-3.56,-43.6500000000001,1.51,-15.47,-890.621657990152,-27.1399999999999,4604.06,-0.01,3868.5,-0.560000000000002,-32.74,-0.85,-6.50999999999999,12913.8579282916
310,France,2016_to_2017,-14.73,5083.35999999999,0,4925.67999999999,5.04999999999998,-19,-1.04,-0.0800000000000125,5001.31206747651,-22.4500000000003,2998.64000000001,-0.01,1618.46000000002,-3.56,-43.6500000000001,1.51,-15.47,-890.621657990152
312,Germany,1992_to_1993,24.3599999999997,-9656.70000000007,0,-8912.04000000004,-8.89000000000001,-102.83,0.25,-335.57,5200.3915307438,-143.35,-48309.9099999999,-0.05,-50175.3599999999,4.20000000000002,-153.81,0.49,-728.21,-2609.12639082852
313,Germany,1993_to_1994,-158.34,-16602.83,-0.09,-19051.8400000001,3.71000000000001,-135.76,0.53,-486.43,1625.73963947035,24.3599999999997,-9656.70000000007,0,-8912.04000000004,-8.89000000000001,-102.83,0.25,-335.57,5200.3915307438
314,Germany,1994_to_1995,-98.9099999999999,-453.580000000075,-0.19,-2899,-1.89000000000001,-51.6799999999998,0.43,-673.47,168.290966215078,-158.34,-16602.83,-0.09,-19051.8400000001,3.71000000000001,-135.76,0.53,-486.43,1625.73963947035
315,Germany,1995_to_1996,-94.6899999999996,19947.4300000001,-0.23,17939.5600000001,4.58000000000001,-87.3900000000003,-0.04,-267.43,-3462.84206410556,-98.9099999999999,-453.580000000075,-0.19,-2899,-1.89000000000001,-51.6799999999998,0.43,-673.47,168.290966215078
316,Germany,1996_to_1997,-180.43,-27894.0600000001,-0.03,-35109.6600000001,-9.74000000000001,-75.9899999999998,-0.83,-250.37,-9856.26077760523,-94.6899999999996,19947.4300000001,-0.23,17939.5600000001,4.58000000000001,-87.3900000000003,-0.04,-267.43,-3462.84206410556
317,Germany,1997_to_1998,-204.38,-7954.15999999992,-0.02,-25289.8799999999,-42.77,-29.02,0.31,-246.71,-5613.04679463233,-180.43,-27894.0600000001,-0.03,-35109.6600000001,-9.74000000000001,-75.9899999999998,-0.83,-250.37,-9856.26077760523
318,Germany,1998_to_1999,-35.8400000000001,-27632.98,-0.02,-33769.64,-11.78,-35.0600000000002,0.56,-180.64,520.35540909064,-204.38,-7954.15999999992,-0.02,-25289.8799999999,-42.77,-29.02,0.31,-246.71,-5613.04679463233
319,Germany,1999_to_2000,-164.97,4137.2699999999,0.01,-1714.22999999998,0.179999999999978,-73.99,0.93,-155.34,-524.723904137965,-35.8400000000001,-27632.98,-0.02,-33769.64,-11.78,-35.0600000000002,0.56,-180.64,520.35540909064
320,Germany,2000_to_2001,-142.43,16585.9400000001,-0.06,15201.4899999999,4.85000000000002,-62.3799999999999,0.31,-21.1799999999999,-831.403328857385,-164.97,4137.2699999999,0.01,-1714.22999999998,0.179999999999978,-73.99,0.93,-155.34,-524.723904137965
321,Germany,2001_to_2002,-163.02,-16545.09,0.01,-21334.6699999999,-2.81,-61.5,1.03,-63.33,10994.9641601796,-142.43,16585.9400000001,-0.06,15201.4899999999,4.85000000000002,-62.3799999999999,0.31,-21.1799999999999,-831.403328857385
322,Germany,2002_to_2003,-138.22,1045.35999999999,-0.03,-2347.47999999998,2.22999999999999,-45.1400000000001,-0.24,-27.0699999999999,11998.9854596118,-163.02,-16545.09,0.01,-21334.6699999999,-2.81,-61.5,1.03,-63.33,10994.9641601796
323,Germany,2003_to_2004,-199.4,-13900.4400000001,0,-16269.5,7.30000000000001,-47.8899999999999,1.61,-41.4300000000001,-684.793494453188,-138.22,1045.35999999999,-0.03,-2347.47999999998,2.22999999999999,-45.1400000000001,-0.24,-27.0699999999999,11998.9854596118
324,Germany,2004_to_2005,-126.42,-20577.4199999999,0,-25477.48,-6.48000000000002,-54.5700000000002,0.49,-20.19,9566.12192379287,-199.4,-13900.4400000001,0,-16269.5,7.30000000000001,-47.8899999999999,1.61,-41.4300000000001,-684.793494453188
325,Germany,2005_to_2006,-150.92,11608.84,0.04,7321.15000000002,-1.51999999999998,11.2600000000002,0.59,-1.56999999999999,9650.13661917648,-126.42,-20577.4199999999,0,-25477.48,-6.48000000000002,-54.5700000000002,0.49,-20.19,9566.12192379287
326,Germany,2006_to_2007,-81.04,-26614.09,-0.01,-26681.16,6.31999999999999,-51.0400000000002,1.51,-16.84,16894.4231849858,-150.92,11608.84,0.04,7321.15000000002,-1.51999999999998,11.2600000000002,0.59,-1.56999999999999,9650.13661917648
327,Germany,2007_to_2008,-36.6500000000001,3323.02999999991,0.06,2833.41000000003,1.33000000000001,-49.0599999999999,0.0700000000000003,-5.04000000000002,21215.3583794489,-81.04,-26614.09,-0.01,-26681.16,6.31999999999999,-51.0400000000002,1.51,-16.84,16894.4231849858
328,Germany,2008_to_2009,-98.7199999999998,-64510.61,-0.05,-67412.01,-2.97000000000003,-96.48,0.59,-58.48,27858.0378552183,-36.6500000000001,3323.02999999991,0.06,2833.41000000003,1.33000000000001,-49.0599999999999,0.0700000000000003,-5.04000000000002,21215.3583794489
